AF;490,232314247094
AO;1700,31846065712
AL;4319,48763879351
AE;39305,7796297503
AR;8160,57202868847
AM;4024,13855827787
AU;42151,0863753148
AT;41179,5489288613
AZ;3501,65035580474
BI;199,88772761233
BE;38208,4492016769
BJ;1058,61679238682
BF;672,730660197173
BD;1777,27629501266
BG;8260,45733984195
BH;19490,5917854671
BS;31439,336110223
BA;5113,44745542827
BY;5283,94448178631
BZ;3549,71620616658
BO;2986,56981103908
BR;7628,82844968616
BB;15641,5267453333
BN;24693,8753198555
BT;2719,83169379838
BW;5617,68464805211
CF;404,480317193438
CA;37829,4827350539
CH;65600,0554669657
CL;11718,5485303935
CN;8393,68072537849
CI;2115,36891032062
CM;1262,06196028159
CD;506,955979681762
CG;658,038487654372
CO;5246,15742406164
KM;1228,46520754149
CV;2997,5147732021
CR;10791,9853849616
CY;24307,1084019286
CZ;17342,7220810602
DE;39093,1996326587
DJ;2923,01784423715
DM;6767,69522342189
DK;51806,7364276828
DO;7406,01631941455
DZ;3114,08073043678
EC;4696,38070607536
EG;2615,17260663242
ES;25055,2956301947
EE;19446,0121439282
ET;744,143476533497
FI;39812,0570709102
FJ;4895,59433775759
FR;33723,902989713
GA;5003,58455245096
GE;3977,48712965705
GH;1832,48958772678
GN;843,559893729555
GM;612,177984199603
GW;711,898735993866
GQ;3302,10555377672
GR;16096,9264707927
GT;3929,84326917633
GY;6339,71890410458
HN;2235,50112385079
HR;12495,6520175361
HT;1200,58465196659
HU;13581,6931617809
ID;3280,30755144595
IN;1821,96092080272
IE;43036,406861696
IQ;4545,38263358079
IS;57828,9631734917
IL;37638,0531465628
IT;27895,0742725717
JM;5040,16108936179
JO;4131,54277886755
JP;32481,5089200843
KZ;6716,63943394609
KE;1492,07039951071
KG;1052,8783009516
KH;1377,34215477125
KI;3125,53275249255
KR;25779,8758896726
LA;2034,73940607107
LB;5952,84324562508
LR;379,586074357333
LY;6414,60371631824
LC;8921,99309699281
LK;3465,8141756167
LS;1130,66611767879
LT;16504,322142161
LU;60409,1455410053
LV;13773,7448666177
MA;2802,78345254773
MD;4126,81480300081
MG;453,960700393644
MV;8433,12567542371
MX;7749,90497867507
MK;4854,59460187909
ML;797,522856199878
MM;1269,08603877864
ME;7628,6844826724
MN;3151,47142945513
MZ;381,872116741786
MR;1408,71769177789
MU;11071,0544858123
MW;363,078294559165
MY;8223,62864461731
nan;4201,81524407185
NE;526,352967240659
NG;1779,18854779902
NI;1718,55601016466
NL;43778,1493082753
NO;60776,1303711873
NP;1009,0429395773
NZ;34344,5709703326
OM;9188,76162466458
PK;1186,30910941568
PA;13274,4370014398
PE;5955,76338427538
PH;3471,83986180631
PG;2338,57324406126
PL;13254,815704081
PT;18590,6191907488
PY;4885,11863767675
QA;45338,1717033259
RO;10873,6931308655
RU;8940,21294722547
RW;666,479213945874
SA;19160,0942144652
SD;552,512094336268
SN;1276,6797872523
SG;48343,5972511389
SB;1974,3738337643
SL;476,377311325493
SV;3398,07648775028
RS;5770,76775226334
ST;1455,72683008523
SR;4611,48023923375
SK;15649,8712377711
SI;20746,3207024567
SE;43998,417054382
SZ;2920,06613630358
SC;14587,4332055692
TD;524,175269756672
TG;616,76318966814
TH;6069,01639480222
TJ;947,952945071323
TL;1418,53335279106
TO;4707,81592572133
TT;14260,5577754574
TN;3117,33584905201
TR;7585,04068541969
TZ;967,425632435164
UG;669,373832982982
UA;3302,10456962039
UY;13626,1880952028
US;55419,3864147421
UZ;1435,19396432147
VC;6095,00735794662
VN;2162,50074383231
VU;2862,23850894513
WS;3658,45919314538
YE;745,893154705334
ZA;4862,22280639724
ZM;1049,04158263009
ZW;1208,27986973807
